chain_id,record_id,stage,domain,metric,window_start_ps,window_end_ps,aggregation,value,unit,criterion_id,criterion_status,verdict,evidence_file,reviewer
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,npt,physical,max_adjacent_volume_jump_percent,0,1000,max_relative_jump,1.93995859705,percent,SCR005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,npt,physical,npt_min_box_over_2rlist,0,1000,min,1.24370666667,ratio,SCR002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,npt,physical,screen_hard_fail_reason_count,500,1000,count,0,count,DEC001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,npt,physical,screen_verdict,500,1000,decision,SCREEN_EXTEND,status,DEC002,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,npt,technical,stage_duration,0,1000,range,1000,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,npt,physical,temperature_mean,500,1000,mean,298.138422487,K,SCR004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,all,technical,fatal_error,,,count,0,count,TECH002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,all,technical,lincs_warning,,,count,0,count,TECH004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,all,technical,nan_count,,,count,0,count,TECH003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R2_exec_20260807,replica_L1P1x2_rho1400_R2_exec_20260807:npt:001,all,technical,segmentation_fault,,,count,0,count,TECH005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R2_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:nvt:001,nvt,physical,absolute_temperature_slope_per_ns,50,100,absolute_slope,92.033240543,K_per_ns,SCR009,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:nvt:001,nvt,technical,grompp_warnings,,,count,0,count,TECH001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/grompp_nvt.log,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:nvt:001,nvt,physical,nvt_min_box_over_2rlist,0,100,min,1.28570833333,ratio,SCR001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:nvt:001,nvt,technical,stage_duration,0,100,range,100,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:nvt:001,nvt,physical,temperature_last_two_block_diff,50,100,absolute_difference,3.20124016364,K,SCR010,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:nvt:001,nvt,physical,temperature_mean,50,100,mean,298.748427412,K,SCR003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,absolute_temperature_slope_per_ns,500,1000,absolute_slope,1.19410968466,K_per_ns,SCR011,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,density_first_vs_second_250ps_diff_percent,500,1000,symmetric_difference,0.0808428217584,percent,OBS001,PROVISIONAL_EXPLORATORY,NOT_EVALUATED,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,density_last_two_block_diff_percent,500,1000,symmetric_difference,0.0760708615254,percent,SCR007,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,density_max_adjacent_block_diff_percent,500,1000,max_symmetric_difference,0.549357388866,percent,SCR008,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,density_mean,500,1000,mean,1516.75799498,kg_m3,OBS005,PROVISIONAL_EXPLORATORY,NOT_EVALUATED,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,density_slope_percent_per_ns,500,1000,slope,0.052798755809,percent_per_ns,SCR006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,technical,grompp_warnings,,,count,0,count,TECH001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/grompp_npt.log,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,max_adjacent_volume_jump_percent,0,1000,max_relative_jump,1.8681286973,percent,SCR005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,npt_min_box_over_2rlist,0,1000,min,1.24449,ratio,SCR002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,screen_hard_fail_reason_count,500,1000,count,0,count,DEC001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,screen_verdict,500,1000,decision,SCREEN_EXTEND,status,DEC002,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,technical,stage_duration,0,1000,range,1000,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,npt,physical,temperature_mean,500,1000,mean,297.870493383,K,SCR004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,all,technical,fatal_error,,,count,0,count,TECH002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,all,technical,lincs_warning,,,count,0,count,TECH004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,all,technical,nan_count,,,count,0,count,TECH003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
replica_L1P1x2_rho1400_R3_exec_20260807,replica_L1P1x2_rho1400_R3_exec_20260807:npt:001,all,technical,segmentation_fault,,,count,0,count,TECH005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/replica_L1P1x2_rho1400_R3_exec_20260807/equilibration/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:nvt:001,nvt,physical,absolute_temperature_slope_per_ns,50,100,absolute_slope,33.7630966516,K_per_ns,SCR009,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:nvt:001,nvt,technical,grompp_warnings,,,count,0,count,TECH001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/grompp_nvt.log,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:nvt:001,nvt,physical,nvt_min_box_over_2rlist,0,100,min,1.43833333333,ratio,SCR001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:nvt:001,nvt,technical,stage_duration,0,100,range,100,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:nvt:001,nvt,physical,temperature_last_two_block_diff,50,100,absolute_difference,2.89972469091,K,SCR010,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:nvt:001,nvt,physical,temperature_mean,50,100,mean,296.651096745,K,SCR003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,absolute_temperature_slope_per_ns,500,1000,absolute_slope,3.08625970036,K_per_ns,SCR011,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,density_first_vs_second_250ps_diff_percent,500,1000,symmetric_difference,0.50044913369,percent,OBS001,PROVISIONAL_EXPLORATORY,NOT_EVALUATED,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,density_last_two_block_diff_percent,500,1000,symmetric_difference,0.637968103057,percent,SCR007,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,density_max_adjacent_block_diff_percent,500,1000,max_symmetric_difference,0.637968103057,percent,SCR008,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,density_mean,500,1000,mean,1491.86621677,kg_m3,OBS005,PROVISIONAL_EXPLORATORY,NOT_EVALUATED,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,density_slope_percent_per_ns,500,1000,slope,2.47422403798,percent_per_ns,SCR006,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,technical,grompp_warnings,,,count,0,count,TECH001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/grompp_npt.log,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,max_adjacent_volume_jump_percent,0,1000,max_relative_jump,2.01051679906,percent,SCR005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,npt_min_box_over_2rlist,0,1000,min,1.24876333333,ratio,SCR002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,screen_hard_fail_reason_count,500,1000,count,0,count,DEC001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,screen_verdict,500,1000,decision,SCREEN_EXTEND,status,DEC002,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,technical,stage_duration,0,1000,range,1000,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,npt,physical,temperature_mean,500,1000,mean,298.537308866,K,SCR004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,absolute_temperature_slope_per_ns,2000,3000,absolute_slope,0.0348071740355,K_per_ns,EXT3NS003,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,density_1_2ns_vs_2_3ns_diff_percent,1000,3000,symmetric_difference,0.178361507257,percent,EXT3NS008,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,density_first_vs_second_500ps_diff_percent,2000,3000,symmetric_difference,0.0755884536568,percent,EXT3NS007,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,density_last_two_block_diff_percent,2000,3000,symmetric_difference,0.35981565027,percent,EXT3NS005,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,density_max_adjacent_block_diff_percent,2000,3000,max_symmetric_difference,0.35981565027,percent,EXT3NS006,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,density_mean,2000,3000,mean,1505.34917685,kg_m3,OBS3NS001,PROVISIONAL_3NS_EXPLORATORY,NOT_EVALUATED,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,density_slope_percent_per_ns,2000,3000,slope,0.268683354662,percent_per_ns,EXT3NS004,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,technical,fatal_error,1000,3000,count,0,count,TECH002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,technical,lincs_warning,1000,3000,count,0,count,TECH004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,max_adjacent_volume_jump_percent,0,3000,max_relative_jump,2.01051679906,percent,EXT3NS009,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,technical,nan_count,1000,3000,count,0,count,TECH003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,npt_min_box_over_2rlist,0,3000,min,1.24719875,ratio,EXT3NS001,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,technical,segmentation_fault,1000,3000,count,0,count,TECH005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,technical,stage_duration,1000,3000,range,2000,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,temperature_mean,2000,3000,mean,298.047754032,K,EXT3NS002,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,three_ns_exploratory_verdict,0,3000,decision,THREE_NS_STATIONARITY_CANDIDATE,status,DEC3NS003,PROVISIONAL_3NS_EXPLORATORY,THREE_NS_STATIONARITY_CANDIDATE,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,three_ns_hard_fail_reason_count,0,3000,count,0,count,DEC3NS001,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:002,npt,physical,three_ns_review_reason_count,0,3000,count,0,count,DEC3NS002,PROVISIONAL_3NS_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/extension_analysis.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,all,technical,fatal_error,,,count,0,count,TECH002,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,all,technical,lincs_warning,,,count,0,count,TECH004,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,all,technical,nan_count,,,count,0,count,TECH003,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1000_20260807,screen_L1P1x2_rho1000_20260807:npt:001,all,technical,segmentation_fault,,,count,0,count,TECH005,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1000_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:nvt:001,nvt,physical,absolute_temperature_slope_per_ns,50,100,absolute_slope,34.0392384615,K_per_ns,SCR009,PROVISIONAL_EXPLORATORY,SCREEN_EXTEND,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:nvt:001,nvt,technical,grompp_warnings,,,count,0,count,TECH001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/grompp_nvt.log,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:nvt:001,nvt,physical,nvt_min_box_over_2rlist,0,100,min,1.3535,ratio,SCR001,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
screen_L1P1x2_rho1200_clean_20260807,screen_L1P1x2_rho1200_clean_20260807:nvt:001,nvt,technical,stage_duration,0,100,range,100,ps,TECH006,PROVISIONAL_EXPLORATORY,PASS,04_Runs/screen_L1P1x2_rho1200_clean_20260807/equilibration/extensions/npt_ext001/base_snapshot/equilibration_metrics.json,consolidate_equilibration_registry.py
